49,value,values-port,120,resources,other,N/A,abc_action_bar_embed_tabs,false
49,value,values,540226,resources,string,N/A,Ike,Mike
49,value,values,540226,resources,string,N/A,PERM_Caption_PermRequired,Permission Required
49,value,values,540226,resources,string,N/A,PERM_Info_ApproveSettings,You must approve this permission in App Settings:
49,value,values,540226,resources,string,N/A,PERM_Info_android.permission.GET_ACCOUNTS,Access to contacts is needed to verify account information.
49,value,values,540226,resources,string,N/A,PERM_Info_android.permission.READ_EXTERNAL_STORAGE,Access to files is needed to read and write game data.
49,value,values,540226,resources,string,N/A,PERM_Info_android.permission.WRITE_EXTERNAL_STORAGE,Access to files is needed to read and write game data.
49,value,values,540226,resources,string,N/A,PERM_OK,OK
49,value,values,540226,resources,string,N/A,PERM_Quit,Quit
49,value,values,540226,resources,string,N/A,PERM_Settings,Settings
49,value,values,540226,resources,string,N/A,PERM_SettingsName_android.permission.GET_ACCOUNTS,Contacts
49,value,values,540226,resources,string,N/A,PERM_SettingsName_android.permission.READ_EXTERNAL_STORAGE,Storage
49,value,values,540226,resources,string,N/A,PERM_SettingsName_android.permission.WRITE_EXTERNAL_STORAGE,Storage
49,value,values,540226,resources,string,N/A,abc_action_bar_home_description,Navigate home
49,value,values,540226,resources,string,N/A,abc_action_bar_up_description,Navigate up
49,value,values,540226,resources,string,N/A,abc_action_menu_overflow_description,More options
49,value,values,540226,resources,string,N/A,abc_action_mode_done,Done
49,value,values,540226,resources,string,N/A,abc_activity_chooser_view_see_all,See all
49,value,values,540226,resources,string,N/A,abc_activitychooserview_choose_application,Choose an app
49,value,values,540226,resources,string,N/A,abc_capital_off,OFF
49,value,values,540226,resources,string,N/A,abc_capital_on,ON
49,value,values,540226,resources,string,N/A,abc_menu_alt_shortcut_label,Alt+
49,value,values,540226,resources,string,N/A,abc_menu_ctrl_shortcut_label,Ctrl+
49,value,values,540226,resources,string,N/A,abc_menu_delete_shortcut_label,delete
49,value,values,540226,resources,string,N/A,abc_menu_enter_shortcut_label,enter
49,value,values,540226,resources,string,N/A,abc_menu_function_shortcut_label,Function+
49,value,values,540226,resources,string,N/A,abc_menu_meta_shortcut_label,Meta+
49,value,values,540226,resources,string,N/A,abc_menu_shift_shortcut_label,Shift+
49,value,values,540226,resources,string,N/A,abc_menu_space_shortcut_label,space
49,value,values,540226,resources,string,N/A,abc_menu_sym_shortcut_label,Sym+
49,value,values,540226,resources,string,N/A,abc_prepend_shortcut_label,Menu+
49,value,values,540226,resources,string,N/A,abc_search_hint,Search…
49,value,values,540226,resources,string,N/A,abc_searchview_description_clear,Clear query
49,value,values,540226,resources,string,N/A,abc_searchview_description_query,Search query
49,value,values,540226,resources,string,N/A,abc_searchview_description_search,Search
49,value,values,540226,resources,string,N/A,abc_searchview_description_submit,Submit query
49,value,values,540226,resources,string,N/A,abc_searchview_description_voice,Voice search
49,value,values,540226,resources,string,N/A,abc_shareactionprovider_share_with,Share with
49,value,values,540226,resources,string,N/A,abc_shareactionprovider_share_with_application,Share with %s
49,value,values,540226,resources,string,N/A,abc_toolbar_collapse_description,Collapse
49,value,values,540226,resources,string,N/A,androidx_startup,androidx.startup
49,value,values,540226,resources,string,N/A,ankee,yankee
49,value,values,540226,resources,string,N/A,app_id,None
49,value,values,540226,resources,string,N/A,app_name,Arena Breakout
49,value,values,540226,resources,string,N/A,appbar_scrolling_view_behavior,com.google.android.material.appbar.AppBarLayout$ScrollingViewBehavior
49,value,values,540226,resources,string,N/A,back,回到游戏
49,value,values,540226,resources,string,N/A,bottom_sheet_behavior,com.google.android.material.bottomsheet.BottomSheetBehavior
49,value,values,540226,resources,string,N/A,btn_line_login,Log in with LINE
49,value,values,540226,resources,string,N/A,cancel,取消
49,value,values,540226,resources,string,N/A,ce,ice
49,value,values,540226,resources,string,N/A,character_counter_content_description,Character limit exceeded %1$d of %2$d
49,value,values,540226,resources,string,N/A,character_counter_pattern,%1$d / %2$d
49,value,values,540226,resources,string,N/A,com_facebook_device_auth_instructions,Visit <b>facebook.com/device</b> and enter the code shown above.
49,value,values,540226,resources,string,N/A,com_facebook_image_download_unknown_error,Unexpected error while downloading an image.
49,value,values,540226,resources,string,N/A,com_facebook_internet_permission_error_message,WebView login requires INTERNET permission
49,value,values,540226,resources,string,N/A,com_facebook_internet_permission_error_title,AndroidManifest Error
49,value,values,540226,resources,string,N/A,com_facebook_like_button_liked,Liked
49,value,values,540226,resources,string,N/A,com_facebook_like_button_not_liked,Like
