54,value,values-port,120,resources,other,N/A,abc_action_bar_embed_tabs,false
54,value,values,1085037,resources,string,N/A,LOADING,Loading...
54,value,values,1085037,resources,string,N/A,abc_action_bar_home_description,Navigate home
54,value,values,1085037,resources,string,N/A,abc_action_bar_up_description,Navigate up
54,value,values,1085037,resources,string,N/A,abc_action_menu_overflow_description,More options
54,value,values,1085037,resources,string,N/A,abc_action_mode_done,Done
54,value,values,1085037,resources,string,N/A,abc_activity_chooser_view_see_all,See all
54,value,values,1085037,resources,string,N/A,abc_activitychooserview_choose_application,Choose an app
54,value,values,1085037,resources,string,N/A,abc_capital_off,OFF
54,value,values,1085037,resources,string,N/A,abc_capital_on,ON
54,value,values,1085037,resources,string,N/A,abc_menu_alt_shortcut_label,Alt+
54,value,values,1085037,resources,string,N/A,abc_menu_ctrl_shortcut_label,Ctrl+
54,value,values,1085037,resources,string,N/A,abc_menu_delete_shortcut_label,delete
54,value,values,1085037,resources,string,N/A,abc_menu_enter_shortcut_label,enter
54,value,values,1085037,resources,string,N/A,abc_menu_function_shortcut_label,Function+
54,value,values,1085037,resources,string,N/A,abc_menu_meta_shortcut_label,Meta+
54,value,values,1085037,resources,string,N/A,abc_menu_shift_shortcut_label,Shift+
54,value,values,1085037,resources,string,N/A,abc_menu_space_shortcut_label,space
54,value,values,1085037,resources,string,N/A,abc_menu_sym_shortcut_label,Sym+
54,value,values,1085037,resources,string,N/A,abc_prepend_shortcut_label,Menu+
54,value,values,1085037,resources,string,N/A,abc_search_hint,Search…
54,value,values,1085037,resources,string,N/A,abc_searchview_description_clear,Clear query
54,value,values,1085037,resources,string,N/A,abc_searchview_description_query,Search query
54,value,values,1085037,resources,string,N/A,abc_searchview_description_search,Search
54,value,values,1085037,resources,string,N/A,abc_searchview_description_submit,Submit query
54,value,values,1085037,resources,string,N/A,abc_searchview_description_voice,Voice search
54,value,values,1085037,resources,string,N/A,abc_shareactionprovider_share_with,Share with
54,value,values,1085037,resources,string,N/A,abc_shareactionprovider_share_with_application,Share with %s
54,value,values,1085037,resources,string,N/A,abc_toolbar_collapse_description,Collapse
54,value,values,1085037,resources,string,N/A,about_menu,About
54,value,values,1085037,resources,string,N/A,about_text,APNA Tunnel Lite %s (build %d)
54,value,values,1085037,resources,string,N/A,add_proxy,Add Proxy
54,value,values,1085037,resources,string,N/A,add_routes,Adding routes
54,value,values,1085037,resources,string,N/A,add_shortcut_app,Add App Shortcut
54,value,values,1085037,resources,string,N/A,add_shortcut_connect,Add Connect Shortcut
54,value,values,1085037,resources,string,N/A,add_shortcut_disconnect,Add Disconnect Shortcut
54,value,values,1085037,resources,string,N/A,add_shortcut_help_text,Create a Connect shortcut for a given profile on your home page. When you touch the shortcut- the profile will automatically connect.
54,value,values,1085037,resources,string,N/A,add_shortcut_menu,Add Shortcut
54,value,values,1085037,resources,string,N/A,admob_app_id,ca-app-pub-8005697746415492~4860082387
54,value,values,1085037,resources,string,N/A,admob_appopen_id,ca-app-pub-8005697746415492/6505418114
54,value,values,1085037,resources,string,N/A,admob_banner_id,ca-app-pub-8005697746415492/7449999977
54,value,values,1085037,resources,string,N/A,admob_inter_id,ca-app-pub-8005697746415492/1827806500
54,value,values,1085037,resources,string,N/A,admob_rewarded_id,ca-app-pub-8005697746415492/2949316481
