32,value,values-port,120,resources,other,N/A,abc_action_bar_embed_tabs,false
32,value,values,1859969,resources,string,N/A,Confirmations,Confirmations
32,value,values,1859969,resources,string,N/A,Created,Created
32,value,values,1859969,resources,string,N/A,Date,Date
32,value,values,1859969,resources,string,N/A,Period,Period
32,value,values,1859969,resources,string,N/A,Protocol,Protocol
32,value,values,1859969,resources,string,N/A,Status,Status
32,value,values,1859969,resources,string,N/A,Transaction,Transaction
32,value,values,1859969,resources,string,N/A,_continue,Continue
32,value,values,1859969,resources,string,N/A,abc_action_bar_home_description,Navigate home
32,value,values,1859969,resources,string,N/A,abc_action_bar_up_description,Navigate up
32,value,values,1859969,resources,string,N/A,abc_action_menu_overflow_description,More options
32,value,values,1859969,resources,string,N/A,abc_action_mode_done,Done
32,value,values,1859969,resources,string,N/A,abc_activity_chooser_view_see_all,See all
32,value,values,1859969,resources,string,N/A,abc_activitychooserview_choose_application,Choose an app
32,value,values,1859969,resources,string,N/A,abc_capital_off,OFF
32,value,values,1859969,resources,string,N/A,abc_capital_on,ON
32,value,values,1859969,resources,string,N/A,abc_menu_alt_shortcut_label,Alt+
32,value,values,1859969,resources,string,N/A,abc_menu_ctrl_shortcut_label,Ctrl+
32,value,values,1859969,resources,string,N/A,abc_menu_delete_shortcut_label,delete
32,value,values,1859969,resources,string,N/A,abc_menu_enter_shortcut_label,enter
32,value,values,1859969,resources,string,N/A,abc_menu_function_shortcut_label,Function+
32,value,values,1859969,resources,string,N/A,abc_menu_meta_shortcut_label,Meta+
32,value,values,1859969,resources,string,N/A,abc_menu_shift_shortcut_label,Shift+
32,value,values,1859969,resources,string,N/A,abc_menu_space_shortcut_label,space
32,value,values,1859969,resources,string,N/A,abc_menu_sym_shortcut_label,Sym+
32,value,values,1859969,resources,string,N/A,abc_prepend_shortcut_label,Menu+
32,value,values,1859969,resources,string,N/A,abc_search_hint,Search…
32,value,values,1859969,resources,string,N/A,abc_searchview_description_clear,Clear query
32,value,values,1859969,resources,string,N/A,abc_searchview_description_query,Search query
32,value,values,1859969,resources,string,N/A,abc_searchview_description_search,Search
32,value,values,1859969,resources,string,N/A,abc_searchview_description_submit,Submit query
32,value,values,1859969,resources,string,N/A,abc_searchview_description_voice,Voice search
32,value,values,1859969,resources,string,N/A,abc_shareactionprovider_share_with,Share with
32,value,values,1859969,resources,string,N/A,abc_shareactionprovider_share_with_application,Share with %s
32,value,values,1859969,resources,string,N/A,abc_toolbar_collapse_description,Collapse
32,value,values,1859969,resources,string,N/A,aboutUs_policy,Privacy Policy
32,value,values,1859969,resources,string,N/A,aboutUs_termsAndConditions,Terms and Conditions
32,value,values,1859969,resources,string,N/A,about_contact_email,Contact email
32,value,values,1859969,resources,string,N/A,about_license,License
32,value,values,1859969,resources,string,N/A,about_title,About us
32,value,values,1859969,resources,string,N/A,about_us_address,Trinity Chambers- P.O. Box 4301- Road Town- Tortola- British Virgin Islands
32,value,values,1859969,resources,string,N/A,about_us_contact_email,support@kickex.com
32,value,values,1859969,resources,string,N/A,about_us_licence_url,https://mtr.mkm.ee/taotluse_tulemus/544684
32,value,values,1859969,resources,string,N/A,about_us_privacy_policy_url,https://id.kickex.com/privacy
32,value,values,1859969,resources,string,N/A,about_us_terms_and_conditions_url,https://id.kickex.com/terms/main
32,value,values,1859969,resources,string,N/A,about_us_website,kickex.com
32,value,values,1859969,resources,string,N/A,about_us_website_url,https://kickex.com
32,value,values,1859969,resources,string,N/A,about_version,App version
32,value,values,1859969,resources,string,N/A,about_website,Website
32,value,values,1859969,resources,string,N/A,accountFrozen,"We've detected some unusual activity on your account. Please restore your password for further use."
32,value,values,1859969,resources,string,N/A,accountFrozen_byUser,We have temporarily frozen your account for security reasons. Please- restore your password.
32,value,values,1859969,resources,string,N/A,accountFrozen_byUser_title,Your account has been frozen
32,value,values,1859969,resources,string,N/A,accountFrozen_title,Attention!
32,value,values,1859969,resources,string,N/A,accounting_error_insufficientFunds,Your %s balance is insufficient to place the order
32,value,values,1859969,resources,string,N/A,accounting_error_totalVolumeTooSmall,Minimum order volume is %s %s
32,value,values,1859969,resources,string,N/A,action,Action
32,value,values,1859969,resources,string,N/A,addLanguage_alert,Your request to add new language (%s) will be considered
32,value,values,1859969,resources,string,N/A,addLanguage_title,Add language
32,value,values,1859969,resources,string,N/A,address,Address
32,value,values,1859969,resources,string,N/A,agreement,I agree to the %s
32,value,values,1859969,resources,string,N/A,agreement_policy_url,https://id.kickex.com/privacy?_ga=2.113474823.1455129325.1600255565-140114981.1573139960
