96,value,values-es-rUS,4006,resources,string,N/A,common_google_play_services_notification_ticker,Error de servicios de Google Play
96,value,values-es-rUS,4006,resources,string,N/A,common_google_play_services_install_title,Obtener servicios de Google Play
96,value,values-es-rUS,4006,resources,string,N/A,common_google_play_services_install_text_phone,%1$s no se ejecutará si no instalas los servicios de Google Play en el teléfono.
96,value,values-es-rUS,4006,resources,string,N/A,common_google_play_services_install_text_tablet,%1$s no se ejecutará si no instalas los servicios de Google Play en la tablet.
96,value,values-es-rUS,4006,resources,string,N/A,common_google_play_services_install_button,Obtener servicios de Google Play
96,value,values-es-rUS,4006,resources,string,N/A,common_google_play_services_enable_title,Habilitar servicios de Google Play
96,value,values-es-rUS,4006,resources,string,N/A,common_google_play_services_enable_text,%1$s no funcionará a menos que habilites los servicios de Google Play.
96,value,values-es-rUS,4006,resources,string,N/A,common_google_play_services_enable_button,Habilitar servicios de Google Play
96,value,values-es-rUS,4006,resources,string,N/A,common_google_play_services_update_title,Actualizar servicios de Google Play
96,value,values-es-rUS,4006,resources,string,N/A,common_google_play_services_update_text,%1$s no se ejecutará a menos que actualices los servicios de Google Play.
96,value,values-es-rUS,4006,resources,string,N/A,common_google_play_services_wear_update_text,Se necesita una nueva versión de los servicios de Google Play. Se actualizarán automáticamente en breve.
96,value,values-es-rUS,4006,resources,string,N/A,common_google_play_services_updating_title,Actualización de servicios de Google Play
96,value,values-es-rUS,4006,resources,string,N/A,common_google_play_services_updating_text,%1$s no se ejecutará sin los servicios de Google Play. La plataforma se está actualizando en este momento.
96,value,values-es-rUS,4006,resources,string,N/A,common_google_play_services_network_error_title,Error de red
96,value,values-es-rUS,4006,resources,string,N/A,common_google_play_services_network_error_text,Se necesita una conexión de datos para conectar con los servicios de Google Play.
96,value,values-es-rUS,4006,resources,string,N/A,common_google_play_services_invalid_account_title,Cuenta no válida
96,value,values-es-rUS,4006,resources,string,N/A,common_google_play_services_invalid_account_text,La cuenta especificada no existe en este dispositivo. Elige otra cuenta.
96,value,values-es-rUS,4006,resources,string,N/A,common_google_play_services_unsupported_title,Servicios de Google Play
96,value,values-es-rUS,4006,resources,string,N/A,common_google_play_services_unsupported_text,%1$s depende de los servicios de Google Play- que no son compatibles con tu dispositivo. Para obtener ayuda- comunícate con el fabricante.
96,value,values-es-rUS,4006,resources,string,N/A,common_google_play_services_update_button,Actualizar
96,value,values-es-rUS,4006,resources,string,N/A,common_open_on_phone,Abrir en el teléfono
96,value,values-es-rUS,4006,resources,string,N/A,common_google_play_services_api_unavailable_text,%1$s requiere uno o más servicios de Google Play que no están disponibles en este momento. Comunícate con el programador para obtener ayuda.
