67,value,values-port,120,resources,other,N/A,abc_action_bar_embed_tabs,false
67,value,values,1446979,resources,string,N/A,_x_files,%s files
67,value,values,1446979,resources,string,N/A,_x_videos,%s Videos
67,value,values,1446979,resources,string,N/A,abc_action_bar_home_description,Navigate home
67,value,values,1446979,resources,string,N/A,abc_action_bar_up_description,Navigate up
67,value,values,1446979,resources,string,N/A,abc_action_menu_overflow_description,More options
67,value,values,1446979,resources,string,N/A,abc_action_mode_done,Done
67,value,values,1446979,resources,string,N/A,abc_activity_chooser_view_see_all,See all
67,value,values,1446979,resources,string,N/A,abc_activitychooserview_choose_application,Choose an app
67,value,values,1446979,resources,string,N/A,abc_capital_off,OFF
67,value,values,1446979,resources,string,N/A,abc_capital_on,ON
67,value,values,1446979,resources,string,N/A,abc_menu_alt_shortcut_label,Alt+
67,value,values,1446979,resources,string,N/A,abc_menu_ctrl_shortcut_label,Ctrl+
67,value,values,1446979,resources,string,N/A,abc_menu_delete_shortcut_label,delete
67,value,values,1446979,resources,string,N/A,abc_menu_enter_shortcut_label,enter
67,value,values,1446979,resources,string,N/A,abc_menu_function_shortcut_label,Function+
67,value,values,1446979,resources,string,N/A,abc_menu_meta_shortcut_label,Meta+
67,value,values,1446979,resources,string,N/A,abc_menu_shift_shortcut_label,Shift+
67,value,values,1446979,resources,string,N/A,abc_menu_space_shortcut_label,space
67,value,values,1446979,resources,string,N/A,abc_menu_sym_shortcut_label,Sym+
67,value,values,1446979,resources,string,N/A,abc_prepend_shortcut_label,Menu+
67,value,values,1446979,resources,string,N/A,abc_search_hint,Search…
67,value,values,1446979,resources,string,N/A,abc_searchview_description_clear,Clear query
67,value,values,1446979,resources,string,N/A,abc_searchview_description_query,Search query
67,value,values,1446979,resources,string,N/A,abc_searchview_description_search,Search
67,value,values,1446979,resources,string,N/A,abc_searchview_description_submit,Submit query
67,value,values,1446979,resources,string,N/A,abc_searchview_description_voice,Voice search
67,value,values,1446979,resources,string,N/A,abc_shareactionprovider_share_with,Share with
67,value,values,1446979,resources,string,N/A,abc_shareactionprovider_share_with_application,Share with %s
67,value,values,1446979,resources,string,N/A,abc_toolbar_collapse_description,Collapse
67,value,values,1446979,resources,string,N/A,ad_free_experience,Ad-free experience
67,value,values,1446979,resources,string,N/A,admob_app_id,ca-app-pub-8149593480369690~9899924172
67,value,values,1446979,resources,string,N/A,al_exo_controls_cc_disabled_description,Enable subtitles
67,value,values,1446979,resources,string,N/A,al_exo_controls_cc_enabled_description,Disable subtitles
67,value,values,1446979,resources,string,N/A,al_exo_controls_custom_playback_speed,%1$.2fx
67,value,values,1446979,resources,string,N/A,al_exo_controls_fastforward_description,Fast forward
67,value,values,1446979,resources,string,N/A,al_exo_controls_fullscreen_enter_description,Enter fullscreen
67,value,values,1446979,resources,string,N/A,al_exo_controls_fullscreen_exit_description,Exit fullscreen
67,value,values,1446979,resources,string,N/A,al_exo_controls_hide,Hide player controls
67,value,values,1446979,resources,string,N/A,al_exo_controls_next_description,Next
67,value,values,1446979,resources,string,N/A,al_exo_controls_overflow_hide_description,Hide additional settings
67,value,values,1446979,resources,string,N/A,al_exo_controls_overflow_show_description,Show additional settings
67,value,values,1446979,resources,string,N/A,al_exo_controls_pause_description,Pause
67,value,values,1446979,resources,string,N/A,al_exo_controls_play_description,Play
67,value,values,1446979,resources,string,N/A,al_exo_controls_playback_speed,Speed
67,value,values,1446979,resources,string,N/A,al_exo_controls_playback_speed_normal,Normal
67,value,values,1446979,resources,string,N/A,al_exo_controls_previous_description,Previous
67,value,values,1446979,resources,string,N/A,al_exo_controls_repeat_all_description,Repeat all
67,value,values,1446979,resources,string,N/A,al_exo_controls_repeat_off_description,Repeat none
67,value,values,1446979,resources,string,N/A,al_exo_controls_repeat_one_description,Repeat one
67,value,values,1446979,resources,string,N/A,al_exo_controls_rewind_description,Rewind
67,value,values,1446979,resources,string,N/A,al_exo_controls_seek_bar_description,Playback progress
67,value,values,1446979,resources,string,N/A,al_exo_controls_settings_description,Settings
67,value,values,1446979,resources,string,N/A,al_exo_controls_show,Show player controls
67,value,values,1446979,resources,string,N/A,al_exo_controls_shuffle_off_description,Shuffle off
