68,value,values-port,120,resources,other,N/A,abc_action_bar_embed_tabs,false
68,value,values,1437216,resources,string,N/A,CronetProviderClassName,com.google.android.gms.net.PlayServicesCronetProvider
68,value,values,1437216,resources,string,N/A,_x_files,%s files
68,value,values,1437216,resources,string,N/A,_x_videos,%s Videos
68,value,values,1437216,resources,string,N/A,abc_action_bar_home_description,Navigate home
68,value,values,1437216,resources,string,N/A,abc_action_bar_up_description,Navigate up
68,value,values,1437216,resources,string,N/A,abc_action_menu_overflow_description,More options
68,value,values,1437216,resources,string,N/A,abc_action_mode_done,Done
68,value,values,1437216,resources,string,N/A,abc_activity_chooser_view_see_all,See all
68,value,values,1437216,resources,string,N/A,abc_activitychooserview_choose_application,Choose an app
68,value,values,1437216,resources,string,N/A,abc_capital_off,OFF
68,value,values,1437216,resources,string,N/A,abc_capital_on,ON
68,value,values,1437216,resources,string,N/A,abc_menu_alt_shortcut_label,Alt+
68,value,values,1437216,resources,string,N/A,abc_menu_ctrl_shortcut_label,Ctrl+
68,value,values,1437216,resources,string,N/A,abc_menu_delete_shortcut_label,delete
68,value,values,1437216,resources,string,N/A,abc_menu_enter_shortcut_label,enter
68,value,values,1437216,resources,string,N/A,abc_menu_function_shortcut_label,Function+
68,value,values,1437216,resources,string,N/A,abc_menu_meta_shortcut_label,Meta+
68,value,values,1437216,resources,string,N/A,abc_menu_shift_shortcut_label,Shift+
68,value,values,1437216,resources,string,N/A,abc_menu_space_shortcut_label,space
68,value,values,1437216,resources,string,N/A,abc_menu_sym_shortcut_label,Sym+
68,value,values,1437216,resources,string,N/A,abc_prepend_shortcut_label,Menu+
68,value,values,1437216,resources,string,N/A,abc_search_hint,Search…
68,value,values,1437216,resources,string,N/A,abc_searchview_description_clear,Clear query
68,value,values,1437216,resources,string,N/A,abc_searchview_description_query,Search query
68,value,values,1437216,resources,string,N/A,abc_searchview_description_search,Search
68,value,values,1437216,resources,string,N/A,abc_searchview_description_submit,Submit query
68,value,values,1437216,resources,string,N/A,abc_searchview_description_voice,Voice search
68,value,values,1437216,resources,string,N/A,abc_shareactionprovider_share_with,Share with
68,value,values,1437216,resources,string,N/A,abc_shareactionprovider_share_with_application,Share with %s
68,value,values,1437216,resources,string,N/A,abc_toolbar_collapse_description,Collapse
68,value,values,1437216,resources,string,N/A,ad_free_experience,Ad-free experience
68,value,values,1437216,resources,string,N/A,admob_app_id,ca-app-pub-8149593480369690~3530359890
68,value,values,1437216,resources,string,N/A,al_exo_controls_cc_disabled_description,Enable subtitles
68,value,values,1437216,resources,string,N/A,al_exo_controls_cc_enabled_description,Disable subtitles
68,value,values,1437216,resources,string,N/A,al_exo_controls_custom_playback_speed,%1$.2fx
68,value,values,1437216,resources,string,N/A,al_exo_controls_fastforward_description,Fast forward
68,value,values,1437216,resources,string,N/A,al_exo_controls_fullscreen_enter_description,Enter fullscreen
68,value,values,1437216,resources,string,N/A,al_exo_controls_fullscreen_exit_description,Exit fullscreen
68,value,values,1437216,resources,string,N/A,al_exo_controls_hide,Hide player controls
68,value,values,1437216,resources,string,N/A,al_exo_controls_next_description,Next
68,value,values,1437216,resources,string,N/A,al_exo_controls_overflow_hide_description,Hide additional settings
68,value,values,1437216,resources,string,N/A,al_exo_controls_overflow_show_description,Show additional settings
68,value,values,1437216,resources,string,N/A,al_exo_controls_pause_description,Pause
68,value,values,1437216,resources,string,N/A,al_exo_controls_play_description,Play
68,value,values,1437216,resources,string,N/A,al_exo_controls_playback_speed,Speed
68,value,values,1437216,resources,string,N/A,al_exo_controls_playback_speed_normal,Normal
68,value,values,1437216,resources,string,N/A,al_exo_controls_previous_description,Previous
68,value,values,1437216,resources,string,N/A,al_exo_controls_repeat_all_description,Repeat all
