22,value,values-port,120,resources,other,N/A,abc_action_bar_embed_tabs,false
22,value,values,750013,resources,string,N/A,abc_action_bar_home_description,Navigate home
22,value,values,750013,resources,string,N/A,abc_action_bar_up_description,Navigate up
22,value,values,750013,resources,string,N/A,abc_action_menu_overflow_description,More options
22,value,values,750013,resources,string,N/A,abc_action_mode_done,Done
22,value,values,750013,resources,string,N/A,abc_activity_chooser_view_see_all,See all
22,value,values,750013,resources,string,N/A,abc_activitychooserview_choose_application,Choose an app
22,value,values,750013,resources,string,N/A,abc_capital_off,OFF
22,value,values,750013,resources,string,N/A,abc_capital_on,ON
22,value,values,750013,resources,string,N/A,abc_menu_alt_shortcut_label,Alt+
22,value,values,750013,resources,string,N/A,abc_menu_ctrl_shortcut_label,Ctrl+
22,value,values,750013,resources,string,N/A,abc_menu_delete_shortcut_label,delete
22,value,values,750013,resources,string,N/A,abc_menu_enter_shortcut_label,enter
22,value,values,750013,resources,string,N/A,abc_menu_function_shortcut_label,Function+
22,value,values,750013,resources,string,N/A,abc_menu_meta_shortcut_label,Meta+
22,value,values,750013,resources,string,N/A,abc_menu_shift_shortcut_label,Shift+
22,value,values,750013,resources,string,N/A,abc_menu_space_shortcut_label,space
22,value,values,750013,resources,string,N/A,abc_menu_sym_shortcut_label,Sym+
22,value,values,750013,resources,string,N/A,abc_prepend_shortcut_label,Menu+
22,value,values,750013,resources,string,N/A,abc_search_hint,Search…
22,value,values,750013,resources,string,N/A,abc_searchview_description_clear,Clear query
22,value,values,750013,resources,string,N/A,abc_searchview_description_query,Search query
22,value,values,750013,resources,string,N/A,abc_searchview_description_search,Search
22,value,values,750013,resources,string,N/A,abc_searchview_description_submit,Submit query
22,value,values,750013,resources,string,N/A,abc_searchview_description_voice,Voice search
22,value,values,750013,resources,string,N/A,abc_shareactionprovider_share_with,Share with
22,value,values,750013,resources,string,N/A,abc_shareactionprovider_share_with_application,Share with %s
