2,value,values-es-rUS,210,resources,string,N/A,common_google_play_services_unknown_issue,%1$s tiene problemas con los servicios de Google Play. Vuelve a intentarlo.
2,value,values-fr,607,resources,string,N/A,__external__external_share_intent_label,Ajouter à Lite
2,value,values-fr,607,resources,string,N/A,accessibility_link_role,Lien
2,value,values-fr,607,resources,string,N/A,common_google_play_services_unknown_issue,"L'application %1$s rencontre des problèmes avec les services Google Play. Veuillez réessayer."
2,value,values-fr,607,resources,string,N/A,external_share_to_groups_intent_label,Vos groupes
2,value,values-fr,607,resources,string,N/A,external_share_to_messaging_intent_label,Messages
2,value,values-fr,607,resources,string,N/A,external_share_to_story_intent_label,Votre story
2,value,values-lt,236,resources,string,N/A,common_google_play_services_unknown_issue,Naudojant programą „%1$s“ kilo problemų dėl „Google Play“ paslaugų. Bandykite dar kartą.
2,value,values-fr-rCA,230,resources,string,N/A,common_google_play_services_unknown_issue,"L'application %1$s éprouve un problème avec les services Google Play. Veuillez réessayer."
2,value,values-ja,646,resources,string,N/A,__external__external_share_intent_label,Liteに追加
2,value,values-ja,646,resources,string,N/A,accessibility_link_role,リンク
2,value,values-ja,646,resources,string,N/A,common_google_play_services_unknown_issue,「%1$s」で Google Play 開発者サービスに問題が発生しています。もう一度お試しください。
2,value,values-ja,646,resources,string,N/A,external_share_to_groups_intent_label,グループ
2,value,values-ja,646,resources,string,N/A,external_share_to_messaging_intent_label,メッセージ
2,value,values-ja,646,resources,string,N/A,external_share_to_story_intent_label,ストーリーズ
2,value,values-et,204,resources,string,N/A,common_google_play_services_unknown_issue,Rakendusel %1$s on probleeme Google Play teenustega. Proovige uuesti.
2,value,values-tl,529,resources,string,N/A,__external__external_share_intent_label,Idagdag sa Lite
2,value,values-tl,529,resources,string,N/A,common_google_play_services_unknown_issue,Nagkakaproblema ang %1$s sa mga serbisyo ng Google Play. Pakisubukan ulit.
2,value,values-tl,529,resources,string,N/A,external_share_to_groups_intent_label,Mga Grupo Mo
2,value,values-tl,529,resources,string,N/A,external_share_to_messaging_intent_label,Pagme-message
2,value,values-tl,529,resources,string,N/A,external_share_to_story_intent_label,Story mo
2,value,values-nb,575,resources,string,N/A,__external__external_share_intent_label,Legg til i Lite
2,value,values-nb,575,resources,string,N/A,accessibility_link_role,Lenke
2,value,values-nb,575,resources,string,N/A,common_google_play_services_unknown_issue,%1$s har problemer med Google Play-tjenester. Prøv på nytt.
2,value,values-nb,575,resources,string,N/A,external_share_to_groups_intent_label,Gruppene dine
2,value,values-nb,575,resources,string,N/A,external_share_to_messaging_intent_label,Meldinger
2,value,values-nb,575,resources,string,N/A,external_share_to_story_intent_label,Din historie
2,value,values-el,728,resources,string,N/A,__external__external_share_intent_label,Προσθήκη στο Lite
2,value,values-el,728,resources,string,N/A,accessibility_link_role,Σύνδεσμος
2,value,values-el,728,resources,string,N/A,common_google_play_services_unknown_issue,Η εφαρμογή %1$s αντιμετωπίζει κάποιο πρόβλημα με τις υπηρεσίες Google Play. Προσπαθήστε ξανά.
2,value,values-el,728,resources,string,N/A,external_share_to_groups_intent_label,Οι ομάδες σας
2,value,values-el,728,resources,string,N/A,external_share_to_messaging_intent_label,Μηνύματα
2,value,values-el,728,resources,string,N/A,external_share_to_story_intent_label,Η ιστορία σας
2,value,values-is,200,resources,string,N/A,common_google_play_services_unknown_issue,%1$s á í vandræðum með þjónustu Google Play. Reyndu aftur.
2,value,values-ml,909,resources,string,N/A,__external__external_share_intent_label,Lite-ലേക്ക് ചേർക്കുക
2,value,values-ml,909,resources,string,N/A,accessibility_link_role,ലിങ്ക്
2,value,values-ml,909,resources,string,N/A,common_google_play_services_unknown_issue,Google Play സേവനങ്ങളുമായി ബന്ധപ്പെട്ട് %1$s ആപ്പിനെന്തോ പ്രശ്നമുണ്ട്. വീണ്ടും ശ്രമിക്കുക.
2,value,values-ml,909,resources,string,N/A,external_share_to_groups_intent_label,നിങ്ങളുടെ ഗ്രൂപ്പുകള്‍
2,value,values-ml,909,resources,string,N/A,external_share_to_messaging_intent_label,സന്ദേശമയയ്‌ക്കൽ
2,value,values-ml,909,resources,string,N/A,external_share_to_story_intent_label,നിങ്ങളുടെ സ്‌റ്റോറി
2,value,values-zh-rTW,575,resources,string,N/A,__external__external_share_intent_label,加到 Lite
2,value,values-zh-rTW,575,resources,string,N/A,accessibility_link_role,連結
2,value,values-zh-rTW,575,resources,string,N/A,common_google_play_services_unknown_issue,「%1$s」無法存取 Google Play 服務，請再試一次。
2,value,values-zh-rTW,575,resources,string,N/A,external_share_to_groups_intent_label,你的社團
2,value,values-zh-rTW,575,resources,string,N/A,external_share_to_messaging_intent_label,傳送訊息
2,value,values-zh-rTW,575,resources,string,N/A,external_share_to_story_intent_label,限時動態
2,value,values-eu,207,resources,string,N/A,common_google_play_services_unknown_issue,%1$s aplikazioak arazoak ditu Google Play Services-ekin. Saiatu berriro.
2,value,values-tr,590,resources,string,N/A,__external__external_share_intent_label,"Lite'a Ekle"
2,value,values-tr,590,resources,string,N/A,accessibility_link_role,Bağlantı
2,value,values-tr,590,resources,string,N/A,common_google_play_services_unknown_issue,%1$s- Google Play hizmetleriyle ilgili sorun yaşıyor. Lütfen tekrar deneyin.
2,value,values-tr,590,resources,string,N/A,external_share_to_groups_intent_label,Grupların
2,value,values-tr,590,resources,string,N/A,external_share_to_messaging_intent_label,Mesajlaşma
2,value,values-tr,590,resources,string,N/A,external_share_to_story_intent_label,Hikayen
2,value,values-ky,283,resources,string,N/A,common_google_play_services_unknown_issue,%1$s колдонмосунун Google Play кызматтары менен иштөөдө көйгөй чыкты. Кайталап көрүңүз.
2,value,values-bn,783,resources,string,N/A,__external__external_share_intent_label,Lite-এ যোগ করুন
2,value,values-bn,783,resources,string,N/A,accessibility_link_role,লিঙ্ক
2,value,values-bn,783,resources,string,N/A,common_google_play_services_unknown_issue,Google Play পরিষেবাগুলির সাথে %1$s এর সমস্যা হচ্ছে৷ অনুগ্রহ করে আবার চেষ্টা করুন৷
2,value,values-bn,783,resources,string,N/A,external_share_to_groups_intent_label,আপনার গ্রুপ
2,value,values-bn,783,resources,string,N/A,external_share_to_messaging_intent_label,মেসেজিং
2,value,values-bn,783,resources,string,N/A,external_share_to_story_intent_label,আপনার স্টোরি
2,value,values-ca,200,resources,string,N/A,common_google_play_services_unknown_issue,%1$s té problemes amb Serveis de Google Play. Torna-ho a provar.
2,value,values,144769,resources,string,N/A,__external__external_share_intent_label,Add to Lite
2,value,values,144769,resources,string,N/A,accessibility_link_role,Link
2,value,values,144769,resources,string,N/A,androidx_startup,androidx.startup
2,value,values,144769,resources,string,N/A,app_full_name,Facebook Lite
2,value,values,144769,resources,string,N/A,app_short_name,Lite
2,value,values,144769,resources,string,N/A,common_google_play_services_enable_button,Enable
2,value,values,144769,resources,string,N/A,common_google_play_services_enable_text,"%1$s won't work unless you enable Google Play services."
2,value,values,144769,resources,string,N/A,common_google_play_services_enable_title,Enable Google Play services
2,value,values,144769,resources,string,N/A,common_google_play_services_install_button,Install
2,value,values,144769,resources,string,N/A,common_google_play_services_install_text,"%1$s won't run without Google Play services- which are missing from your device."
2,value,values,144769,resources,string,N/A,common_google_play_services_install_title,Get Google Play services
2,value,values,144769,resources,string,N/A,common_google_play_services_notification_channel_name,Google Play services availability
2,value,values,144769,resources,string,N/A,common_google_play_services_notification_ticker,Google Play services error
